Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover(₹ Lac.),No. of Trades
532710,SADBHAV,T,10.76,11.12,10.76,10.90,16575,1.82,44
531626,OROSMITHS,XT,6.30,6.44,6.30,6.44,28308,1.81,98
541972,SETFSN50,A,562.00,566.45,562.00,565.65,320,1.81,18
541945,RANJEET,M,30.10,30.10,30.10,30.10,6000,1.81,1
500366,ROLTA,Z,2.14,2.32,2.11,2.11,81702,1.81,57
505650,SKYLMILAR,X,11.14,11.70,11.02,11.15,16127,1.81,64
523467,JAIMATAG,XT,1.66,1.68,1.62,1.64,109158,1.80,312
513554,MAHASTEEL,T,72.01,74.85,71.96,74.50,2479,1.79,38
508494,WARRENTEA,X,54.70,56.00,51.25,51.78,3352,1.79,57
543481,MAM150ETF,B,13.17,13.83,13.17,13.53,13223,1.78,55
538119,RNBDENIMS,T,29.10,29.10,28.00,28.02,6273,1.78,58
535601,SREEL,B,195.00,195.00,192.35,194.20,917,1.78,37
530779,DYNAMICP,XT,53.60,53.60,53.60,53.60,3298,1.77,10
530585,SWASTIKA,X,175.00,175.00,162.00,162.25,1085,1.77,35
535657,OONE,X,16.75,17.50,15.80,16.26,10904,1.77,79
590065,IMPAL,B,813.05,814.50,803.60,807.10,218,1.76,54
530919,REMSONSIND,B,236.00,237.55,229.95,231.95,743,1.75,78
532933,PORWAL,XT,24.45,25.00,23.62,24.04,7195,1.75,34
543901,RHL,B,100.95,100.95,97.55,98.42,1766,1.75,59
542682,HARISH,X,42.12,44.90,40.10,41.83,4232,1.75,41
506525,KANORICHEM,B,110.05,111.85,109.15,111.10,1593,1.75,65
500354,RAJSREESUG,B,41.99,41.99,40.00,40.17,4295,1.75,45
530953,SUNILAGR,X,176.95,181.80,167.70,169.15,1014,1.74,46
500059,BINANIIND,T,18.38,19.22,18.10,18.35,9234,1.74,29
524440,CAMEXLTD,XT,29.00,29.25,27.72,27.96,6049,1.73,33
535566,KIFS,XT,164.00,170.00,164.00,165.30,1038,1.73,41
543621,CARGOSOL,M,43.00,43.00,43.00,43.00,4000,1.72,1
507981,JINDHOT,X,41.53,41.53,40.40,41.38,4171,1.72,21
526705,ELEMARB,XT,173.80,177.00,173.35,176.80,966,1.71,36
542721,ARL,B,37.04,38.60,36.20,37.21,4565,1.70,78
514266,ZENIFIB,X,63.00,63.25,60.05,61.87,2696,1.69,65
540700,BRNL,B,30.43,31.85,30.43,31.22,5373,1.68,110
532392,CREATIVEYE,B,3.51,3.66,3.51,3.52,47010,1.67,32
540923,ASHOKAMET,B,17.75,18.15,17.58,17.70,9358,1.67,125
538882,EMERALD,X,22.20,23.57,22.20,23.48,7172,1.67,82
526711,ADARSHPL,X,19.00,19.00,17.50,18.19,9201,1.66,49
540254,MTPL,XT,16.66,16.66,16.66,16.66,9935,1.66,3
517246,BCCFUBA,XT,33.13,33.13,32.34,33.09,5062,1.66,29
507580,IVP,T,166.05,166.05,166.00,166.00,1000,1.66,2
526616,NATPLAS,X,57.31,57.99,56.40,57.22,2896,1.65,39
539046,MNKCMILTD,B,17.27,17.62,17.06,17.29,9503,1.65,79
541338,UHZAVERI,T,44.80,46.00,41.72,45.87,3755,1.65,41
542866,COLABCLOUD,X,55.00,60.74,55.00,56.03,2876,1.65,24
500159,METROGLOBL,X,91.00,93.00,90.30,90.80,1808,1.65,38
524080,HARLETH,XT,44.30,44.30,41.00,42.90,3922,1.64,22
532219,ENERGYDEV,B,16.51,17.42,16.51,17.13,9679,1.64,92
531628,TEJASSVI,XT,15.94,15.95,14.65,14.65,10850,1.63,18
506520,JAYCH,X,6.60,6.90,6.30,6.70,24462,1.63,106
519359,POONADAL,X,53.00,54.50,50.12,52.45,3096,1.63,29
508954,FINKURVE,X,91.90,91.90,84.30,84.92,1905,1.63,26
513418,SMFIL,X,3.56,3.99,3.30,3.48,44025,1.63,95
532160,GUJSTATFIN,T,6.40,6.55,6.14,6.53,25105,1.62,91
523752,TIHIL,XT,20.00,20.00,18.41,19.52,8350,1.62,34
526139,TRABI,XT,4.53,4.53,4.14,4.31,38385,1.62,78
517330,CMI,T,9.09,9.27,8.64,8.64,18694,1.62,65
532172,ADROITINFO,T,17.99,17.99,17.05,17.23,9277,1.61,50
532730,SGL,B,13.23,13.89,13.20,13.89,11975,1.61,96
543531,TIERRA,X,119.95,127.80,119.00,120.05,1340,1.61,18
514272,BHILSPIN,X,48.02,49.28,46.05,47.96,3381,1.61,70
507817,WIREFABR,XT,180.00,188.90,171.60,179.05,912,1.61,26
543668,BBTCL,B,231.50,235.30,226.00,228.45,697,1.60,88
521105,OLYMPTX,X,98.00,104.95,95.25,97.36,1627,1.60,39
543665,HDFCNIFIT,B,267.00,302.00,267.00,296.22,541,1.59,29
532870,ANKITMETAL,T,3.05,3.10,3.04,3.04,51840,1.58,111
526608,ELECTHERM,T,85.00,86.40,84.50,84.69,1863,1.58,29
526550,CCHHL,B,7.29,7.29,6.94,7.08,22318,1.58,53
531237,DHRUVCA,XT,58.98,58.98,58.98,58.98,2678,1.58,13
532916,BVCL,T,34.10,35.85,34.10,34.75,4476,1.58,22
542933,UNIVPHOTO,B,423.80,449.95,415.15,419.75,359,1.58,108
509546,GRAVISSHO,X,33.14,33.85,32.10,32.86,4766,1.58,37
