Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover(₹ Lac.),No. of Trades
533573,APLLTD,A,646.90,651.00,621.85,626.40,11684,74.68,1081
533269,WABAG,B,493.60,493.60,482.55,484.30,15321,74.49,1591
542579,AGOL,B,87.90,87.90,81.00,81.10,91770,74.46,46
523704,MASTEK,A,1944.50,1964.75,1924.20,1928.70,3833,74.27,792
509051,INDINFO,XT,1.82,1.83,1.80,1.83,4043195,73.82,4151
543064,SUVENPHAR,A,485.50,488.00,479.50,480.65,15322,73.78,581
500488,ABBOTINDIA,A,23500.00,23500.00,23169.40,23254.10,316,73.57,201
540204,EIKO,X,67.99,68.90,66.98,68.90,106384,73.23,361
500171,GHCL,A,520.40,527.00,510.50,511.65,14121,73.17,728
522105,BIRLAPREC,X,39.45,42.95,39.35,42.38,174520,72.94,708
517385,SYMPHONY,A,893.10,900.30,882.25,888.40,8196,72.91,1364
532370,RAMCOSYS,B,256.05,269.70,253.00,261.70,27971,72.78,1338
531768,POLYMED,A,1151.00,1156.05,1133.55,1148.40,6326,72.53,802
543530,PARADEEP,B,63.20,63.69,62.35,62.49,115155,72.31,1237
502986,VTL,A,367.00,376.00,363.65,370.65,19613,72.31,1473
532783,DAAWAT,A,131.95,133.50,129.50,131.05,54615,71.85,946
520111,RATNAMANI,A,2277.00,2330.00,2265.00,2307.35,3140,71.85,708
543428,DATAPATTNS,A,1869.05,1898.95,1869.05,1889.75,3804,71.72,521
530067,CSLFINANCE,B,321.15,339.40,320.65,336.70,21362,71.36,532
506808,TUTIALKA,X,72.00,72.00,60.00,62.14,111969,70.99,472
506222,STYRENIX,B,1134.75,1134.75,1082.20,1122.50,6363,70.59,761
543544,JAYANT,M,77.98,83.90,74.00,83.90,89250,70.48,88
533398,MUTHOOTFIN,A,1240.05,1258.90,1238.05,1248.45,5631,70.34,925
500031,BAJAJELEC,A,1270.05,1283.05,1245.05,1250.10,5583,70.19,863
543921,COMRADE,M,94.65,99.90,93.95,99.34,72000,69.97,33
500411,THERMAX,A,2295.00,2305.95,2258.05,2266.95,3047,69.50,802
543397,SAPPHIRE,A,1377.00,1388.95,1345.15,1368.95,5088,69.25,1141
500338,PRSMJOHNSN,A,129.25,134.80,129.25,130.60,52279,69.17,1620
543725,ELIN,B,169.30,178.00,169.30,176.30,39470,69.04,1230
507815,GILLETTE,A,5065.05,5129.80,5059.45,5114.05,1352,68.94,552
505890,KENNAMET,A,2659.70,2821.15,2659.70,2766.30,2494,68.86,838
523319,BALMLAWRIE,B,137.00,137.50,135.00,135.80,50619,68.85,1348
531253,INDGELA,X,356.95,367.60,347.40,367.60,18852,68.32,274
504258,LAKSELEC,XT,1205.00,1240.00,1205.00,1218.85,5561,68.25,255
543322,GLS,A,560.05,579.85,560.05,573.00,11930,68.03,1120
543378,CWD,MS,979.95,1049.00,979.95,1039.70,6600,67.99,19
532369,RAMCOIND,B,163.65,176.95,163.65,174.00,39577,67.72,1268
543482,EUREKAFORBE,A,557.00,569.00,555.00,558.95,12078,67.69,1116
543248,RBA,A,107.15,108.70,107.15,107.60,62603,67.59,1228
531859,ORIRAIL,X,49.50,51.94,48.60,50.93,133610,67.51,610
543253,BECTORFOOD,B,811.70,834.90,810.85,830.15,8172,67.49,996
539222,GROWINGTON,M,162.40,163.20,156.35,162.90,41850,67.35,27
540796,RATNABHUMI,T,95.00,95.00,90.00,90.72,74134,67.25,40
502355,BALKRISIND,A,2370.15,2380.20,2339.00,2348.05,2845,67.00,644
540709,RELHOME,B,2.82,2.88,2.79,2.88,2329546,66.90,663
507944,BAJAJST,X,1264.85,1265.00,1222.55,1228.15,5387,66.84,331
531921,AGARIND,B,639.90,640.30,621.35,623.95,10584,66.60,735
539056,IMAGICAA,B,46.01,47.35,45.75,46.46,142625,66.48,856
540293,PRICOLLTD,A,229.30,231.70,228.10,228.70,28929,66.42,1325
540774,IFGLEXPOR,B,350.00,363.00,348.80,358.05,18680,66.40,895
523023,SINCLAIR,X,120.00,120.90,118.15,118.85,55484,66.15,363
531147,ALICON,B,810.05,892.00,810.05,876.85,7681,66.07,940
540268,TRU,B,64.20,66.70,62.00,62.08,102829,65.94,1522
533282,GRAVITA,A,606.90,618.05,601.00,604.80,10861,65.85,475
504176,HIGHENE,XT,505.00,525.40,505.00,509.50,12774,65.78,414
532687,REPRO,B,674.25,678.60,643.05,655.40,9976,65.60,725
533333,FCL,A,301.05,306.25,298.30,298.90,21812,65.56,629
513250,JYOTISTRUC,T,9.00,9.29,8.75,8.91,728372,65.45,664
520008,RICOAUTO,B,102.05,103.00,99.65,99.90,64276,65.03,616
542760,SWSOLAR,A,292.00,294.75,287.20,290.10,22346,64.89,793
531727,MENNPIS,X,59.36,59.36,56.50,57.73,111541,64.48,603
538683,SENSEXBEES,A,725.98,728.98,718.00,723.85,8910,64.44,206
530845,SUNSHIEL,X,730.00,730.00,676.00,704.45,9101,64.11,220
532524,PTC,B,115.90,116.60,114.00,115.20,55770,64.10,873
539773,ADVIKCA,XT,2.11,2.19,2.11,2.14,2982628,63.74,703
530961,VIKASECO,B,3.21,3.26,3.19,3.22,1976266,63.59,1143
532884,REFEX,B,549.70,560.40,536.00,543.20,11612,63.59,694
532842,SRHHYPOLTD,B,717.75,742.05,712.50,719.00,8764,63.49,812
516030,YASHPAKKA,X,109.30,111.40,108.00,109.50,57986,63.46,641
505850,MANCREDIT,X,105.45,105.90,99.60,100.70,61602,63.36,210
500039,BANCOINDIA,B,305.00,309.90,302.85,307.90,20487,62.73,884
514183,BLACKROSE,X,140.90,141.40,136.50,137.70,45008,62.71,1347
532305,INDSWFTLAB,B,88.40,91.00,88.00,88.98,70036,62.55,1047
500120,DIAMINESQ,X,630.15,639.00,613.70,624.55,9889,62.19,400
543805,RESGEN,M,48.00,50.21,46.10,46.61,129000,61.88,41
524444,EVEXIA,XT,2.46,2.51,2.43,2.48,2506361,61.86,966
534748,STEELXIND,A,14.80,15.15,14.80,14.92,412252,61.57,368
532872,SPARC,A,208.60,209.95,204.55,205.95,29639,61.40,1097
522295,CONTROLPR,B,655.70,656.50,635.05,639.75,9519,61.34,985
512519,DONEAR,B,100.01,104.76,98.43,98.70,60513,61.24,986
590104,JUNIORBEES,B,460.21,466.43,460.21,464.57,13130,61.05,975
505729,SINGER,X,74.00,74.80,72.50,72.80,83300,61.05,366
530305,PICCADIL,X,70.00,71.80,67.60,68.16,88212,60.85,856
532714,KEC,A,551.10,561.50,550.20,558.10,10916,60.79,1188
504614,SARDAEN,A,1475.05,1494.30,1460.05,1476.80,4043,59.71,514
505737,INTLCOMBQ,X,638.80,655.00,625.00,631.45,9311,59.69,264
506879,GUJTHEM,B,793.70,824.00,793.70,796.65,7411,59.62,375
543689,UNIPARTS,B,554.20,562.80,553.05,556.70,10674,59.61,682
532663,SASKEN,B,970.00,998.00,953.00,975.15,6113,59.41,921
538730,PDSL,B,343.65,350.85,340.15,348.45,17131,59.12,781
540311,JITFINFRA,T,599.00,599.00,599.00,599.00,9799,58.70,120
540544,PSPPROJECT,A,711.90,729.10,708.05,717.55,8120,58.55,627
516110,FAMILYCARE,XT,7.09,7.14,6.97,7.00,831901,58.43,1212
540642,SALASAR,B,50.11,51.80,49.00,49.84,116272,58.38,1052
540701,DCAL,A,141.95,141.95,138.50,140.05,41500,58.18,906
532923,RGL,B,110.85,110.85,106.45,108.65,54200,58.13,905
535754,ORIENTCEM,A,133.50,134.00,129.00,129.95,44366,58.00,923
507552,FOODSIN,B,180.05,193.05,180.05,188.95,30701,57.96,925
530307,CHAMANSEQ,B,172.90,174.40,170.00,170.90,33670,57.73,768
540079,SPRAYKING,B,157.60,157.60,151.00,153.10,37887,57.63,263
505192,SMLISUZU,B,1112.00,1114.65,1079.00,1088.90,5262,57.58,661
532708,GVKPIL,B,2.73,2.83,2.69,2.81,2072799,57.47,802
500367,RUBFILA,X,73.38,74.40,72.50,72.93,78261,57.41,448
533088,MHRIL,A,298.00,303.75,297.75,301.25,19040,57.38,922
524648,INDOAMIN,B,119.75,123.20,115.00,115.85,48342,57.28,879
543799,SVJ,M,63.30,63.35,61.05,63.35,90000,56.92,27
531266,VSTTILLERS,B,2867.80,2907.35,2834.00,2867.70,1980,56.77,415
590073,WHEELS,B,825.00,830.25,785.00,791.90,7105,56.68,725
590134,MADRASFERT,B,72.45,74.90,71.65,72.66,77775,56.55,1046
526729,GOLDIAM,B,129.25,131.35,129.25,129.75,43423,56.50,1056
543905,INNOKAIZ,M,134.00,137.00,132.55,136.95,41600,56.30,25
543275,ANURAS,A,1012.05,1031.00,1002.10,1004.10,5541,56.29,856
533151,DBCORP,B,143.00,146.60,140.00,144.15,38802,56.04,1350
532475,APTECHT,B,508.35,510.90,499.20,504.15,11108,56.03,576
532796,LUMAXTECH,B,354.95,356.35,344.35,353.20,16061,56.01,955
500214,IONEXCHANG,A,420.45,423.55,416.80,420.80,13311,55.95,667
526951,STYLAMIND,B,1601.60,1608.05,1549.60,1553.15,3539,55.77,306
500660,GLAXO,A,1423.85,1427.85,1400.65,1417.25,3932,55.71,467
509930,SUPREMEIND,A,3110.10,3229.00,3110.10,3176.80,1736,55.50,442
523598,SCI,A,102.80,102.80,99.80,101.80,54849,55.50,727
539151,ARFIN,X,31.10,31.99,31.10,31.50,175066,55.28,142
540755,GICRE,A,181.55,188.00,181.55,185.45,29659,55.15,974
506767,ALKYLAMINE,A,2730.00,2750.65,2709.15,2731.95,2020,55.13,482
505400,TEXINFRA,B,56.71,68.00,56.71,65.80,85625,55.00,1220
543328,KRSNAA,B,573.70,589.00,573.70,584.50,9405,54.73,486
532528,DATAMATICS,B,557.60,570.70,555.90,562.55,9715,54.72,561
532067,KILPEST,X,427.95,436.60,422.10,435.20,12683,54.56,293
539546,BNL,X,59.00,61.84,56.80,57.99,93014,54.44,62
521016,ICIL,A,206.05,209.05,203.95,204.60,25993,53.78,696
543411,HITECH,B,72.95,78.10,72.20,77.02,70034,53.45,906
543321,TATVA,A,1850.05,1872.20,1800.00,1820.20,2910,53.41,645
506285,BAYERCROP,A,4360.05,4444.00,4360.05,4421.80,1213,53.41,440
531761,APOLLOPIPES,B,702.60,724.00,702.60,715.70,7490,53.36,803
500674,SANOFI,A,6931.15,6931.15,6877.65,6898.75,771,53.26,175
530355,ASIANENE,T,148.45,151.30,144.60,150.70,35757,53.18,250
539201,SATIA,B,116.00,117.00,114.00,114.75,45680,52.82,603
543336,CHEMPLASTS,A,454.40,459.55,447.50,450.20,11641,52.81,657
539404,SATIN,B,172.90,181.50,172.90,179.95,29710,52.77,781
534680,SRGHFL,X,214.55,223.00,214.50,221.05,23861,52.51,64
514167,GANECOS,B,1084.95,1093.90,1052.15,1055.40,4904,52.50,766
532513,TVSELECT,B,408.40,408.40,395.80,397.35,13065,52.42,516
539730,FREDUN,X,848.00,859.70,825.00,829.70,6295,52.39,243
500413,THOMASCOOK,A,75.00,80.25,75.00,79.26,66663,52.39,764
500233,KAJARIACER,A,1261.05,1267.05,1238.35,1241.95,4174,52.08,552
513377,MMTC,A,31.40,31.85,31.29,31.64,164653,52.01,949
532341,IZMO,T,190.85,200.35,188.00,200.35,26183,51.75,886
506532,NITTAGELA,X,814.00,824.00,804.05,807.50,6369,51.50,232
543233,CHEMCON,B,279.95,282.95,273.90,277.70,18411,51.42,876
532309,GEPIL,B,154.60,159.45,154.00,155.15,32902,51.35,725
538607,TOYAMSL,X,11.40,11.67,11.12,11.35,451386,51.35,482
532888,ASIANTILES,B,47.51,48.63,47.51,47.89,105961,50.88,930
530475,TINNARUBR,X,528.05,532.00,521.00,524.00,9708,50.86,357
533286,MOIL,A,166.90,168.60,164.35,164.90,30500,50.84,984
532757,VOLTAMP,B,3960.05,4167.00,3960.05,4092.20,1233,50.67,520
532889,KPRMILL,A,664.65,668.70,654.15,655.50,7665,50.63,622
530135,OPTIEMUS,A,222.00,222.00,208.50,211.70,23750,50.55,833
524520,KMCSHIL,B,65.80,65.80,64.10,64.71,77912,50.38,747
543333,CARTRADE,A,483.00,495.00,483.00,491.90,10199,50.07,769
500119,DHAMPURSUG,A,279.95,279.95,264.10,264.65,18655,49.89,603
517554,NHCFOODS,XT,48.72,51.15,46.29,48.38,103243,49.87,260
514360,KRRAIL,XT,500.00,502.00,472.00,485.65,10444,49.84,223
509243,TVSSRICHAK,B,2943.35,3006.45,2940.00,2957.45,1670,49.62,333
534804,CARERATING,B,706.80,714.10,698.45,703.10,7033,49.61,579
532616,XCHANGING,B,89.39,90.36,87.30,87.41,55949,49.55,709
539984,HUIL,XT,2825.00,2825.00,2582.00,2711.85,1786,49.53,22
543427,MEDPLUS,A,790.00,792.00,771.20,789.90,6313,49.31,714
526159,NIKHILAD,X,118.80,126.00,118.80,124.60,40014,49.22,617
532123,BSELINFRA,XT,10.20,10.79,10.05,10.56,466480,49.20,950
541557,FINEORG,A,4889.05,4943.00,4885.10,4898.65,1003,49.20,394
543318,CLEAN,A,1410.00,1415.65,1400.25,1403.75,3478,48.95,496
509496,ITDCEM,B,161.25,166.15,160.55,162.20,30059,48.95,539
543517,HARIOMPIPE,B,662.95,674.00,660.00,663.35,7316,48.76,804
543223,MAXINDIA,B,120.00,129.15,116.10,124.95,38420,48.56,613
531156,ALFAVIO,X,16.42,16.42,15.44,15.45,313789,48.51,202
511551,MONARCH,B,240.00,280.70,240.00,268.75,17870,48.50,1076
533169,MANINFRA,A,112.55,115.50,112.55,115.20,42214,48.36,610
532656,FACORALL,X,6.66,6.70,6.44,6.46,742024,48.27,1366
502330,ANDHRAPAP,B,419.05,424.90,414.20,414.70,11514,48.09,722
526947,LAOPALA,A,433.00,446.00,428.00,433.50,11075,48.08,1186
543350,VIJAYA,A,464.05,488.65,464.05,475.70,10011,47.87,749
523828,MENONBE,B,139.65,142.00,138.45,139.65,33980,47.72,699
500268,MANALIPETC,A,66.20,67.25,66.00,66.69,70953,47.36,925
533608,RDBRL,X,102.15,109.95,102.15,107.15,44137,47.22,434
532794,ZEEMEDIA,B,7.91,8.13,7.87,8.08,586223,47.05,1285
540575,STARCEMENT,A,143.15,144.55,141.10,142.95,32742,46.81,758
539799,BHARATWIRE,B,177.25,177.25,172.50,173.15,26966,46.72,506
532395,AXISCADES,T,469.95,494.00,468.00,481.45,9644,46.71,631
590107,KOTAKPSUBK,B,406.10,429.11,403.00,425.22,11105,46.70,182
500490,BAJAJHLDNG,A,7010.05,7037.05,6909.85,6969.00,669,46.69,253
505725,AQFINTECH,X,571.45,577.80,565.50,571.35,8159,46.62,82
531335,ZYDUSWELL,A,1485.55,1492.40,1477.25,1483.65,3133,46.48,647
507205,TI,B,142.70,146.30,142.25,145.40,32227,46.44,729
532922,EDELWEISS,A,50.00,51.25,49.80,50.06,91852,46.37,567
543527,PRUDENT,B,990.05,996.05,963.30,973.40,4706,46.18,851
531633,LINCOPH,B,402.35,406.35,400.30,405.80,11441,46.14,473
539150,PNCINFRA,A,330.00,331.70,326.85,329.85,13975,46.09,485
540395,CHEMCRUX,B,321.35,330.00,310.50,321.20,14185,45.81,1059
543434,SUPRIYA,A,245.00,251.45,243.35,244.10,18582,45.80,1155
524654,NATCAPSUQ,X,396.45,396.95,385.00,387.45,11680,45.61,301
531449,GRMOVER,A,171.15,175.90,166.00,167.45,26872,45.47,521
543273,KMEW,M,1147.00,1150.00,1105.00,1130.45,4000,45.46,31
533164,TEXMOPIPES,B,54.10,56.06,54.10,54.94,81613,45.30,306
532539,UNOMINDA,A,585.45,586.55,569.00,570.75,7862,45.29,583
543415,ANANDRATHI,A,851.15,890.70,851.15,869.70,5145,44.97,487
543325,ROLEXRINGS,A,2235.00,2252.15,2163.00,2179.70,2033,44.93,485
523586,INDTONER,X,244.00,256.00,242.95,249.75,17951,44.82,234
533193,KECL,T,131.95,133.60,131.00,133.60,33479,44.50,277
517166,SPELS,XT,56.94,58.30,53.80,54.35,80760,44.33,1007
500160,GTL,B,5.85,7.00,5.85,6.72,659659,44.28,1045
532143,SKMEGGPROD,B,220.80,224.05,216.35,220.95,20089,44.25,735
504741,INDIANHUME,B,224.95,224.95,216.70,218.25,20075,44.13,767
503960,BBL,B,3049.95,3092.70,3015.70,3069.60,1441,44.10,470
539400,MALLCOM,B,1154.95,1194.15,1095.25,1104.10,3864,44.09,597
531802,PRERINFRA,X,26.93,27.20,25.49,25.77,166951,43.91,320
532764,GEECEE,B,178.35,183.35,178.35,182.55,24276,43.89,118
539479,GTV,X,338.00,360.00,325.10,352.40,12509,43.66,182
541578,VARROC,A,335.00,341.95,335.00,337.35,12782,43.22,1047
533581,PGEL,A,1584.00,1594.05,1543.80,1551.80,2754,43.11,540
500042,BASF,A,2637.00,2665.65,2616.95,2619.40,1631,43.04,379
500403,SUNDRMFAST,A,1217.00,1242.20,1202.45,1203.50,3518,42.96,613
542905,HINDWAREAP,B,543.00,556.65,536.70,539.25,7874,42.89,872
542628,NSL,M,238.00,247.95,238.00,247.95,18000,42.89,7
538890,MKEXIM,X,99.02,101.85,98.47,99.41,42988,42.84,388
520073,RACLGEAR,X,1209.10,1210.10,1182.10,1198.85,3567,42.83,239
519552,HERITGFOOD,B,210.10,219.65,209.80,215.05,19831,42.77,556
532443,CERA,A,7690.25,7832.30,7606.55,7638.25,555,42.74,247
540146,ACML,M,52.50,59.75,51.50,55.45,76000,42.71,44
524558,NEULANDLAB,B,2832.05,2893.35,2812.05,2841.05,1498,42.65,432
539978,QUESS,A,446.00,451.60,443.00,444.20,9536,42.64,415
542141,TECHNOE,A,364.05,369.95,359.20,368.45,11661,42.53,1708
590071,SUNDARMFIN,B,2630.00,2650.55,2610.00,2635.15,1608,42.31,387
511034,JINDRILL,B,345.05,354.85,334.00,344.75,12304,42.28,748
500092,CRISIL,A,3810.05,3913.70,3810.05,3868.75,1085,42.07,347
524687,BASANTGL,X,20.39,20.90,19.11,19.72,208560,42.01,1040
507747,TTKHEALTH,B,1267.95,1280.30,1234.60,1244.40,3338,41.90,321
532372,VIRINCHI,T,47.20,47.20,43.40,43.55,93905,41.87,291
500304,NIITLTD,A,85.84,85.84,83.50,84.25,49755,41.87,1147
502420,ORIENTPPR,B,40.52,41.30,40.52,40.63,102480,41.87,637
523457,LINDEINDIA,A,4227.05,4368.85,4227.05,4340.35,965,41.84,233
538920,VINCOFE,XT,18.90,19.39,18.21,18.42,223794,41.77,476
523694,APCOTEXIND,A,534.95,538.35,525.40,536.75,7843,41.75,874
508814,COSMOFIRST,A,700.00,719.65,691.40,695.90,5911,41.71,565
532940,JKIL,B,301.80,311.40,301.80,306.50,13527,41.53,928
540565,INDIGRID,IF,140.00,140.00,136.65,136.68,30227,41.41,136
530001,GUJALKALI,A,672.65,683.40,672.65,676.50,6089,41.38,499
533274,PRESTIGE,A,572.95,578.15,570.00,575.05,7191,41.31,355
532553,WELENT,B,201.55,203.20,199.50,200.75,20353,41.10,580
543913,NXST,IF,108.00,108.20,106.99,108.18,38074,41.10,490
523207,KOKUYOCMLN,B,119.00,120.85,116.40,116.85,34827,41.00,881
511076,SATINDLTD,B,82.00,83.98,80.41,83.25,49531,40.92,587
530477,VIKRAMTH,X,93.00,93.00,91.00,92.35,44309,40.85,364
532735,RSYSTEMINT,B,402.55,432.35,402.55,425.50,9535,40.78,527
500279,MIRCELECTR,B,16.50,17.85,16.48,17.67,236350,40.74,477
500840,EIHOTEL,A,210.05,216.35,206.45,210.50,19314,40.73,1004
500672,NOVARTIND,B,815.00,831.90,814.50,821.35,4938,40.64,411
500060,BIRLACABLE,B,170.30,175.75,169.85,174.45,23357,40.55,716
523606,SIKA,X,738.90,746.00,705.05,715.70,5538,40.46,368
508906,EVERESTIND,B,930.15,961.50,930.15,953.15,4251,40.43,510
539302,POWERMECH,B,3289.60,3429.50,3289.60,3388.70,1198,40.38,368
538836,MONTECARLO,B,831.25,837.85,810.00,815.65,4930,40.34,573
532661,RML,B,734.75,742.45,685.55,689.65,5632,40.29,824
519216,AJANTSOY,X,29.25,29.50,28.80,29.14,138255,40.29,989
500260,RAMCOCEM,A,920.05,942.55,920.05,940.75,4287,40.11,560
543261,BIRET,IF,269.90,270.00,265.37,266.55,14940,40.03,300
531349,PANACEABIO,B,125.50,131.85,124.80,126.00,31132,39.93,742
543463,MANYAVAR,A,1240.65,1258.35,1221.05,1228.65,3211,39.67,565
526433,ASMTEC,X,530.00,531.50,510.00,511.35,7631,39.62,495
522074,ELGIEQUIP,A,547.85,547.85,537.85,539.65,7309,39.58,494
532929,BRIGADE,A,573.95,580.30,558.40,562.60,6966,39.57,687
542759,SPANDANA,A,715.40,721.05,690.00,697.70,5649,39.51,540
540975,ASTERDM,A,277.05,288.90,277.05,286.25,13700,39.23,759
532756,CIEINDIA,A,514.00,521.20,512.65,516.55,7563,39.02,634
532732,KKCL,B,510.20,548.90,510.20,544.55,7166,38.76,515
512527,SUPER,X,866.00,940.00,850.10,928.10,4281,38.73,217
502180,SHREDIGCEM,B,78.02,80.15,78.02,78.70,48888,38.63,830
543220,MAXHEALTH,A,599.25,607.90,595.95,605.95,6358,38.40,530
522275,GET&D,T,214.00,228.80,214.00,222.00,17081,38.32,222
538567,GULFOILLUB,B,465.00,478.00,464.05,469.60,8149,38.20,412
533344,PFS,B,20.01,20.40,19.76,20.18,190702,38.11,644
538896,KANCHI,X,440.30,460.00,440.30,445.80,8438,38.06,299
543600,HARSHA,B,467.95,472.45,460.80,467.60,8089,37.86,521
543898,BLAL,B,160.05,165.75,157.80,163.45,23373,37.85,764
500243,KIRLOSIND,B,3353.90,3358.75,3303.45,3322.90,1136,37.70,237
532729,UTTAMSUGAR,B,339.90,343.20,331.20,332.30,11131,37.69,445
509438,BENARAS,X,4463.00,4549.10,4439.00,4528.60,833,37.49,153
532440,MPSLTD,B,1039.05,1099.95,1039.05,1084.10,3453,37.45,597
526642,MIRZAINT,T,48.56,51.42,48.56,51.42,73143,37.44,450
500164,GODREJIND,A,520.00,523.55,504.75,506.45,7250,37.38,598
500620,GESHIP,A,741.45,743.80,728.90,734.15,5102,37.38,455
524735,HIKAL,A,308.00,314.45,308.00,311.65,11965,37.30,509
543539,MODIS,M,202.90,203.50,201.50,201.50,18400,37.29,12
531795,ATULAUTO,B,343.55,347.30,341.85,343.45,10828,37.26,451
524091,CARYSIL,A,729.90,729.90,697.30,707.60,5297,37.25,389
532628,3IINFOTECH,B,33.82,34.22,33.60,33.95,109755,37.17,1358
503811,SIYSIL,A,541.10,554.00,535.65,539.20,6826,37.11,646
532740,LOKESHMACH,T,194.00,196.25,185.50,187.70,19331,37.06,349
517300,GIPCL,B,102.90,102.90,100.20,100.45,36474,36.95,834
539118,VRLLOG,A,710.05,715.25,705.00,707.25,5198,36.93,748
517380,IGARASHI,B,487.00,488.50,472.70,474.15,7672,36.84,561
531179,ARMANFIN,B,2361.70,2361.70,2192.05,2217.15,1658,36.73,296
522241,MMFL,B,913.70,950.00,913.70,941.00,3928,36.73,353
523850,AXTEL,X,316.00,320.00,306.80,311.95,11665,36.70,289
543218,SBGLP,B,212.25,213.00,202.50,209.10,17396,36.61,321
543271,JUBLINGREA,A,425.05,431.45,422.20,424.15,8588,36.60,352
532610,DWARKESH,A,90.25,90.99,89.70,89.77,40607,36.58,422
539402,VAL,B,17.05,17.50,16.00,17.30,212472,36.43,146
522029,WINDMACHIN,T,61.00,62.00,58.01,58.13,61755,36.41,249
532022,FILATFASH,X,13.00,13.30,12.86,12.96,278666,36.39,307
539515,QUINT,X,155.55,162.50,151.00,152.35,23588,36.17,108
542772,360ONE,A,442.10,479.00,442.10,474.70,7711,36.16,522
509966,VSTIND,A,3465.00,3565.00,3456.05,3555.90,1028,35.94,332
520043,MUNJALSHOW,B,136.85,141.20,134.90,135.85,26050,35.89,463
533047,IMFA,B,320.00,331.25,316.80,328.15,11073,35.88,641
543686,SIRCA,B,347.05,359.00,347.05,356.15,10124,35.83,428
540203,SFL,A,1248.65,1248.65,1191.80,1194.45,2970,35.71,396
505800,RANEHOLDIN,B,1174.45,1183.00,1123.65,1131.55,3096,35.63,469
590051,SAKSOFT,B,322.10,323.60,321.35,323.60,10907,35.27,97
543331,MOL,A,90.00,90.34,88.00,88.44,39568,35.24,529
509048,LANCORHOL,XT,48.86,48.86,45.50,47.04,73566,35.21,66
539277,ALSTONE,XT,0.63,0.65,0.62,0.64,5507513,35.15,3695
540596,ERIS,A,705.00,708.60,683.20,688.70,5066,35.06,574
523395,3MINDIA,A,27105.05,27461.80,26982.75,27248.25,128,34.88,90
530589,PRIMAPLA,XT,156.00,158.70,148.00,150.65,23068,34.87,281
512381,STARTECK,B,167.95,172.70,165.00,172.15,20266,34.83,733
539044,MANAKSTELTD,B,45.50,46.65,42.95,46.08,76400,34.76,545
540787,ICICIB22,A,66.63,67.25,66.04,67.13,51827,34.75,275
523405,JMFINANCIL,A,73.31,74.25,72.97,73.70,46952,34.63,478
533023,ZFCVINDIA,A,12005.40,12365.95,12005.40,12284.60,282,34.59,212
539956,TAALENT,X,1757.00,1798.20,1757.00,1784.00,1933,34.51,163
517506,TTKPRESTIG,A,758.95,758.95,744.30,750.05,4606,34.46,485
500680,PFIZER,A,3835.00,3835.00,3774.00,3788.95,908,34.40,222
521248,KITEX,A,190.05,193.00,187.70,189.05,17848,34.00,530
540693,SHISHIND,T,389.35,394.95,388.00,392.85,8674,33.96,217
543709,GARGI,M,164.50,170.00,164.50,170.00,20000,33.79,10
543874,MAIDEN,M,91.00,91.00,87.25,87.25,38000,33.74,19
531489,CGVAK,X,349.80,367.40,346.00,361.30,9361,33.62,263
506076,GRINDWELL,A,2250.10,2297.95,2236.55,2245.05,1481,33.56,421
505726,IFBIND,A,838.00,838.00,811.00,812.10,4084,33.51,411
543590,RHETAN,M,9.59,10.34,9.59,10.23,330000,33.43,34
526899,HFIL,X,24.95,24.95,23.51,23.87,138127,33.39,625
500459,PGHH,A,14251.05,14430.00,14197.30,14318.45,233,33.37,107
543266,HERANBA,B,381.65,390.45,381.20,383.40,8662,33.36,661
500444,WSTCSTPAPR,A,508.45,508.45,497.00,498.00,6666,33.35,462
543769,INDONG,M,26.02,27.79,25.50,27.19,124000,33.23,21
524828,BDH,X,163.90,163.90,158.10,159.50,20793,33.13,131
532684,EKC,A,121.15,125.20,121.15,121.95,26837,33.00,560
532804,TIIL,B,1594.35,1605.70,1558.55,1576.65,2090,32.96,406
531162,EMAMILTD,A,433.65,434.95,422.85,429.00,7682,32.93,428
532666,FCSSOFT,B,2.13,2.16,2.10,2.15,1538552,32.87,1019
532899,KSCL,A,509.95,514.00,508.65,511.10,6385,32.63,480
750794,CRESSAN-RE,R,4.35,4.35,3.75,3.83,817287,32.53,639
540757,SCPL,T,439.00,439.00,405.00,405.85,7862,32.48,975
542602,EMBASSY,IF,290.26,296.00,290.26,295.00,10964,32.33,343
532811,AHLUCONT,B,607.20,619.75,605.80,614.30,5270,32.31,744
540061,BIGBLOC,B,165.40,166.30,161.55,163.05,19561,32.16,574
530131,UDAICEMENT,B,24.26,24.67,24.26,24.41,131358,32.15,570
590005,TIDEWATER,B,1013.00,1021.00,1003.90,1013.35,3177,32.12,385
509525,EMPIND,X,688.00,691.00,676.25,683.80,4681,32.11,96
522122,VOITHPAPR,X,1648.00,1655.00,1535.10,1593.30,1993,32.05,147
542753,SEACOAST,XT,3.94,3.99,3.75,3.90,820992,31.99,1395
541228,TRL,M,352.00,367.50,348.50,367.50,8800,31.86,11
530315,HINDTIN,X,102.05,107.00,100.20,103.50,31089,31.85,466
500463,BBOX,B,134.60,147.40,134.05,142.30,22392,31.79,872
532850,MIC,T,23.04,23.51,23.04,23.50,136910,31.69,220
523025,SAFARIND,B,2995.35,3042.45,2955.00,3013.80,1053,31.67,347
533506,INVENTURE,B,2.00,2.03,1.98,1.99,1583942,31.65,4154
